sourceId,destinationId,relationship_type,source_system_name
3544004,285132003,Interprets,SNOMED CT
3544004,364644000,Interprets,SNOMED CT
3545003,70337006,Interprets,SNOMED CT
3545003,86185002,Interprets,SNOMED CT
3570003,70337006,Interprets,SNOMED CT
3571004,14089001,Interprets,SNOMED CT
3571004,441689006,Interprets,SNOMED CT
3585009,363829005,Interprets,SNOMED CT
3585009,386053000,Interprets,SNOMED CT
3634007,364320009,Interprets,SNOMED CT
3652007,35188005,Interprets,SNOMED CT
3652007,83649006,Interprets,SNOMED CT
3677008,224285004,Interprets,SNOMED CT
3677008,271905007,Interprets,SNOMED CT
3696007,106079008,Interprets,SNOMED CT
3720003,15220000,Interprets,SNOMED CT
3720003,250221001,Interprets,SNOMED CT
3745000,248217000,Interprets,SNOMED CT
3745000,258158006,Interprets,SNOMED CT
3747008,70337006,Interprets,SNOMED CT
3750006,3962002,Interprets,SNOMED CT
3750006,364644000,Interprets,SNOMED CT
3755001,44138005,Interprets,SNOMED CT
3756000,18373002,Interprets,SNOMED CT
3760002,74848003,Interprets,SNOMED CT
3763000,3850002,Interprets,SNOMED CT
3763000,24039005,Interprets,SNOMED CT
3763000,160476009,Interprets,SNOMED CT
3763000,271905007,Interprets,SNOMED CT
3763000,285854004,Interprets,SNOMED CT
3763000,364644000,Interprets,SNOMED CT
3798002,364644000,Interprets,SNOMED CT
3818007,185983003,Interprets,SNOMED CT
3820005,47078008,Interprets,SNOMED CT
3820005,364019009,Interprets,SNOMED CT
3820005,364644000,Interprets,SNOMED CT
3882004,364644000,Interprets,SNOMED CT
3885002,364320009,Interprets,SNOMED CT
3902000,30630007,Interprets,SNOMED CT
3909009,282290005,Interprets,SNOMED CT
3909009,363680008,Interprets,SNOMED CT
3939004,386053000,Interprets,SNOMED CT
3944006,16166005,Interprets,SNOMED CT
3944006,364320009,Interprets,SNOMED CT
3947004,14089001,Interprets,SNOMED CT
3947004,33468001,Interprets,SNOMED CT
3972004,248217000,Interprets,SNOMED CT
3972004,258158006,Interprets,SNOMED CT
3978000,14089001,Interprets,SNOMED CT
3978000,84054007,Interprets,SNOMED CT
3978000,404227002,Interprets,SNOMED CT
3978000,441689006,Interprets,SNOMED CT
4006006,249043002,Interprets,SNOMED CT
4006006,278844005,Interprets,SNOMED CT
4006006,364075005,Interprets,SNOMED CT
4006006,364320009,Interprets,SNOMED CT
4017007,45933008,Interprets,SNOMED CT
4063001,18373002,Interprets,SNOMED CT
4069002,16206004,Interprets,SNOMED CT
4070001,3850002,Interprets,SNOMED CT
4070001,363871006,Interprets,SNOMED CT
4070001,363896009,Interprets,SNOMED CT
4070001,363921007,Interprets,SNOMED CT
4070001,364644000,Interprets,SNOMED CT
4103001,18373002,Interprets,SNOMED CT
4107000,397594008,Interprets,SNOMED CT
4129001,18373002,Interprets,SNOMED CT
4129001,271733001,Interprets,SNOMED CT
4142001,18373002,Interprets,SNOMED CT
4142001,415823006,Interprets,SNOMED CT
4156004,363896009,Interprets,SNOMED CT
4156004,364644000,Interprets,SNOMED CT
4174008,364320009,Interprets,SNOMED CT
4181001,18491006,Interprets,SNOMED CT
4197006,278844005,Interprets,SNOMED CT
4223005,255324009,Interprets,SNOMED CT
4275001,31763002,Interprets,SNOMED CT
